Order Date,Order ID,Product Name,Category Name,Store Name,Region,Qty,Unit Price,Cost Price,Stock Level
2025-06-26,ORD-11239,Artisanal Dark Chocolate Pack,Grocery,Chennai Central,South,5.0,650,380,150
2025-06-26,ORD-11240,Dell XPS 15,Electronics,Mumbai West,West,2.0,140000,110000,39
2025-06-26,ORD-11241,Philips Air Fryer XL,Home & Kitchen,Kolkata South,East,3.0,12500,8500,95
2025-06-26,ORD-11242,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,1.0,60000,40000,105
2025-06-26,ORD-11243,Nike Air Max Sneakers,Apparel,Mumbai West,West,3.0,9500,5500,110
2025-06-26,ORD-11244,Imported Coffee Beans 500g,Grocery,Delhi North,North,2.0,1200,750,70
2025-06-27,ORD-11245,Philips Air Fryer XL,Home & Kitchen,Mumbai West,West,1.0,12500,8500,121
2025-06-27,ORD-11246,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,1.0,1400,950,137
2025-06-27,ORD-11247,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,2.0,60000,40000,128
2025-06-27,ORD-11248,Nespresso Coffee Machine,Home & Kitchen,Mumbai West,West,3.0,18500,12500,22
2025-06-27,ORD-11249,Samsung Galaxy S24,Electronics,Mumbai West,West,2.0,90000,72000,73
2025-06-28,ORD-11250,Levi's Denim Jacket,Apparel,Mumbai West,West,1.0,4500,2400,123
2025-06-28,ORD-11251,iPhone 15 Pro,Electronics,Chennai Central,South,4.0,120000,95000,125
2025-06-28,ORD-11252,Samsung Galaxy S24,Electronics,Chennai Central,South,1.0,90000,72000,146
2025-06-28,ORD-11253,Dyson Airwrap Styler,Home & Kitchen,Bengaluru East,South,1.0,49000,38000,2
2025-06-28,ORD-11254,iPhone 15 Pro,Electronics,Chennai Central,South,2.0,120000,95000,66
2025-06-28,ORD-11255,Adidas Ultraboost,Apparel,Chennai Central,South,1.0,12000,7000,52
2025-06-28,ORD-11256,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,2.0,60000,40000,143
2025-06-28,ORD-11257,Philips Air Fryer XL,Home & Kitchen,Kolkata South,East,1.0,12500,8500,40
2025-06-28,ORD-11258,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,2.0,49000,38000,64
2025-06-29,ORD-11259,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,2.0,49000,38000,144
2025-06-29,ORD-11260,Artisanal Dark Chocolate Pack,Grocery,Kolkata South,East,8.0,650,380,42
2025-06-29,ORD-11261,Adidas Ultraboost,Apparel,Bengaluru East,South,4.0,12000,7000,69
2025-06-29,ORD-11262,Philips Air Fryer XL,Home & Kitchen,Bengaluru East,South,1.0,12500,8500,95
2025-06-29,ORD-11263,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,2.0,28000,20000,141
2025-06-29,ORD-11264,Minimalist Sofa 3-Seater,Furniture,Kolkata South,East,1.0,60000,40000,36
2025-06-29,ORD-11265,Standing Desk Dual Motor,Furniture,Chennai Central,South,4.0,32000,21000,87
2025-06-29,ORD-11266,Artisanal Dark Chocolate Pack,Grocery,Bengaluru East,South,7.0,650,380,89
2025-06-30,ORD-11267,Nike Air Max Sneakers,Apparel,Bengaluru East,South,3.0,9500,5500,60
2025-06-30,ORD-11268,iPad Air 5th Gen,Electronics,Bengaluru East,South,1.0,55000,42000,116
2025-06-30,ORD-11269,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,7.0,1400,950,117
2025-06-30,ORD-11270,Dyson Airwrap Styler,Home & Kitchen,Mumbai West,West,1.0,49000,38000,108
2025-06-30,ORD-11271,Solid Wood Dining Table,Furniture,Kolkata South,East,4.0,45000,30000,46
2025-06-30,ORD-11272,Zara Cotton Shirt,Apparel,Bengaluru East,South,3.0,2500,1200,84
2025-06-30,ORD-11273,Artisanal Dark Chocolate Pack,Grocery,Bengaluru East,South,8.0,650,380,145
2025-07-01,ORD-11274,Zara Cotton Shirt,Apparel,Chennai Central,South,1.0,2500,1200,79
2025-07-01,ORD-11275,Imported Coffee Beans 500g,Grocery,Mumbai West,West,1.0,1200,750,40
2025-07-01,ORD-11276,iPhone 15 Pro,Electronics,Bengaluru East,South,1.0,120000,95000,60
2025-07-01,ORD-11277,Artisanal Dark Chocolate Pack,Grocery,Mumbai West,West,2.0,650,380,34
2025-07-01,ORD-11278,Robot Vacuum Cleaner,Home & Kitchen,Bengaluru East,South,2.0,29000,19000,90
2025-07-01,ORD-11279,Imported Coffee Beans 500g,Grocery,Kolkata South,East,6.0,1200,750,19
2025-07-02,ORD-11280,Organic Extra Virgin Olive Oil 1L,Grocery,Bengaluru East,South,6.0,1400,950,111
2025-07-02,ORD-11281,Imported Coffee Beans 500g,Grocery,Chennai Central,South,3.0,1200,750,92
2025-07-02,ORD-11282,Zara Cotton Shirt,Apparel,Bengaluru East,South,2.0,2500,1200,94
2025-07-02,ORD-11283,Imported Coffee Beans 500g,Grocery,Chennai Central,South,8.0,1200,750,136
2025-07-03,ORD-11284,Puma Track Pants,Apparel,Chennai Central,South,4.0,2200,1100,82
2025-07-03,ORD-11285,Imported Coffee Beans 500g,Grocery,Kolkata South,East,5.0,1200,750,97
2025-07-03,ORD-11286,iPhone 15 Pro,Electronics,Kolkata South,East,1.0,120000,95000,47
2025-07-03,ORD-11287,Minimalist Sofa 3-Seater,Furniture,Kolkata South,East,1.0,60000,40000,102
2025-07-03,ORD-11288,Organic Extra Virgin Olive Oil 1L,Grocery,Bengaluru East,South,6.0,1400,950,120
2025-07-03,ORD-11289,Ergonomic Office Chair,Furniture,Mumbai West,West,2.0,18000,11000,75
2025-07-03,ORD-11290,Ergonomic Office Chair,Furniture,Chennai Central,South,3.0,18000,11000,44
2025-07-03,ORD-11291,Solid Wood Dining Table,Furniture,Chennai Central,South,3.0,45000,30000,24
2025-07-04,ORD-11292,Imported Coffee Beans 500g,Grocery,Delhi North,North,8.0,1200,750,20
2025-07-04,ORD-11293,Standing Desk Dual Motor,Furniture,Kolkata South,East,4.0,32000,21000,97
2025-07-04,ORD-11294,Dyson Airwrap Styler,Home & Kitchen,Bengaluru East,South,1.0,49000,38000,67
2025-07-04,ORD-11295,Nespresso Coffee Machine,Home & Kitchen,Mumbai West,West,3.0,18500,12500,108
2025-07-04,ORD-11296,Premium Basmati Rice 5kg,Grocery,Bengaluru East,South,4.0,850,580,88
2025-07-04,ORD-11297,Ergonomic Office Chair,Furniture,Delhi North,North,4.0,18000,11000,72
2025-07-04,ORD-11298,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,1.0,49000,38000,101
2025-07-05,ORD-11299,Robot Vacuum Cleaner,Home & Kitchen,Bengaluru East,South,2.0,29000,19000,103
2025-07-05,ORD-11300,iPad Air 5th Gen,Electronics,Delhi North,North,3.0,55000,42000,125
2025-07-05,ORD-11301,Nespresso Coffee Machine,Home & Kitchen,Mumbai West,West,4.0,18500,12500,117
2025-07-05,ORD-11302,Standing Desk Dual Motor,Furniture,Kolkata South,East,2.0,32000,21000,19
2025-07-05,ORD-11303,Philips Air Fryer XL,Home & Kitchen,Kolkata South,East,4.0,12500,8500,69
2025-07-05,ORD-11304,Artisanal Dark Chocolate Pack,Grocery,Kolkata South,East,1.0,650,380,148
2025-07-05,ORD-11305,Adidas Ultraboost,Apparel,Bengaluru East,South,2.0,12000,7000,76
2025-07-05,ORD-11306,Adidas Ultraboost,Apparel,Bengaluru East,South,4.0,12000,7000,96
2025-07-05,ORD-11307,iPad Air 5th Gen,Electronics,Mumbai West,West,4.0,55000,42000,83
2025-07-05,ORD-11308,Solid Wood Dining Table,Furniture,Delhi North,North,2.0,45000,30000,118
2025-07-05,ORD-11309,Nike Air Max Sneakers,Apparel,Mumbai West,West,2.0,9500,5500,22
2025-07-06,ORD-11310,Standing Desk Dual Motor,Furniture,Bengaluru East,South,4.0,32000,21000,123
2025-07-06,ORD-11311,Samsung Galaxy S24,Electronics,Mumbai West,West,3.0,90000,72000,49
2025-07-06,ORD-11312,MacBook Air M3,Electronics,Delhi North,North,2.0,115000,90000,25
2025-07-06,ORD-11313,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,6.0,1400,950,91
2025-07-06,ORD-11314,Sony WH-1000XM5 Headphones,Electronics,Delhi North,North,1.0,28000,20000,116
2025-07-06,ORD-11315,Levi's Denim Jacket,Apparel,Chennai Central,South,1.0,4500,2400,148
2025-07-06,ORD-11316,Nespresso Coffee Machine,Home & Kitchen,Bengaluru East,South,1.0,18500,12500,75
2025-07-06,ORD-11317,Dyson Airwrap Styler,Home & Kitchen,Delhi North,North,3.0,49000,38000,114
2025-07-07,ORD-11318,Premium Basmati Rice 5kg,Grocery,Mumbai West,West,3.0,850,580,69
2025-07-07,ORD-11319,Standing Desk Dual Motor,Furniture,Bengaluru East,South,3.0,32000,21000,29
2025-07-07,ORD-11320,Artisanal Dark Chocolate Pack,Grocery,Chennai Central,South,7.0,650,380,136
2025-07-07,ORD-11321,Adidas Ultraboost,Apparel,Mumbai West,West,3.0,12000,7000,136
2025-07-07,ORD-11322,Minimalist Sofa 3-Seater,Furniture,Chennai Central,South,1.0,60000,40000,28
2025-07-08,ORD-11323,Standing Desk Dual Motor,Furniture,Delhi North,North,3.0,32000,21000,46
2025-07-08,ORD-11324,Philips Air Fryer XL,Home & Kitchen,Bengaluru East,South,4.0,12500,8500,17
2025-07-08,ORD-11325,Artisanal Dark Chocolate Pack,Grocery,Delhi North,North,4.0,650,380,91
2025-07-08,ORD-11326,Levi's Denim Jacket,Apparel,Bengaluru East,South,3.0,4500,2400,119
2025-07-08,ORD-11327,MacBook Air M3,Electronics,Chennai Central,South,4.0,115000,90000,135
2025-07-09,ORD-11328,Standing Desk Dual Motor,Furniture,Chennai Central,South,2.0,32000,21000,81
2025-07-09,ORD-11329,Dyson Airwrap Styler,Home & Kitchen,Delhi North,North,4.0,49000,38000,98
2025-07-09,ORD-11330,iPhone 15 Pro,Electronics,Mumbai West,West,4.0,120000,95000,49
2025-07-09,ORD-11331,Sony WH-1000XM5 Headphones,Electronics,Mumbai West,West,3.0,28000,20000,95
2025-07-09,ORD-11332,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,2.0,49000,38000,78
2025-07-09,ORD-11333,Puma Track Pants,Apparel,Bengaluru East,South,3.0,2200,1100,130
2025-07-09,ORD-11334,Premium Basmati Rice 5kg,Grocery,Delhi North,North,6.0,850,580,87
2025-07-10,ORD-11335,Sony WH-1000XM5 Headphones,Electronics,Delhi North,North,2.0,28000,20000,115
2025-07-10,ORD-11336,Premium Basmati Rice 5kg,Grocery,Chennai Central,South,4.0,850,580,37
2025-07-10,ORD-11337,Premium Basmati Rice 5kg,Grocery,Delhi North,North,1.0,850,580,117
2025-07-10,ORD-11338,Robot Vacuum Cleaner,Home & Kitchen,Kolkata South,East,3.0,29000,19000,53
2025-07-10,ORD-11339,MacBook Air M3,Electronics,Mumbai West,West,1.0,115000,90000,18
2025-07-11,ORD-11340,Imported Coffee Beans 500g,Grocery,Bengaluru East,South,4.0,1200,750,67
2025-07-11,ORD-11341,Adidas Ultraboost,Apparel,Delhi North,North,4.0,12000,7000,112
2025-07-11,ORD-11342,Zara Cotton Shirt,Apparel,Mumbai West,West,2.0,2500,1200,87
2025-07-11,ORD-11343,Zara Cotton Shirt,Apparel,Mumbai West,West,4.0,2500,1200,52
2025-07-11,ORD-11344,MacBook Air M3,Electronics,Delhi North,North,2.0,115000,90000,130
2025-07-11,ORD-11345,Adidas Ultraboost,Apparel,Kolkata South,East,4.0,12000,7000,36
2025-07-11,ORD-11346,Sony WH-1000XM5 Headphones,Electronics,Mumbai West,West,3.0,28000,20000,116
2025-07-11,ORD-11347,Zara Cotton Shirt,Apparel,Bengaluru East,South,3.0,2500,1200,33
2025-07-12,ORD-11348,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,3.0,49000,38000,75
2025-07-12,ORD-11349,Ergonomic Office Chair,Furniture,Chennai Central,South,3.0,18000,11000,144
2025-07-12,ORD-11350,Robot Vacuum Cleaner,Home & Kitchen,Delhi North,North,4.0,29000,19000,109
2025-07-12,ORD-11351,Puma Track Pants,Apparel,Chennai Central,South,2.0,2200,1100,81
2025-07-12,ORD-11352,Puma Track Pants,Apparel,Bengaluru East,South,3.0,2200,1100,134
2025-07-12,ORD-11353,Nike Air Max Sneakers,Apparel,Delhi North,North,4.0,9500,5500,51
2025-07-12,ORD-11354,Ergonomic Office Chair,Furniture,Delhi North,North,1.0,18000,11000,47
2025-07-13,ORD-11355,Minimalist Sofa 3-Seater,Furniture,Bengaluru East,South,3.0,60000,40000,82
2025-07-13,ORD-11356,Nespresso Coffee Machine,Home & Kitchen,Kolkata South,East,3.0,18500,12500,126
2025-07-13,ORD-11357,Adidas Ultraboost,Apparel,Bengaluru East,South,2.0,12000,7000,127
2025-07-13,ORD-11358,Samsung Galaxy S24,Electronics,Mumbai West,West,1.0,90000,72000,73
2025-07-13,ORD-11359,Nike Air Max Sneakers,Apparel,Bengaluru East,South,3.0,9500,5500,56
2025-07-13,ORD-11360,Imported Coffee Beans 500g,Grocery,Chennai Central,South,1.0,1200,750,128
2025-07-13,ORD-11361,Standing Desk Dual Motor,Furniture,Bengaluru East,South,4.0,32000,21000,43
2025-07-13,ORD-11362,Nike Air Max Sneakers,Apparel,Delhi North,North,1.0,9500,5500,67
2025-07-13,ORD-11363,Solid Wood Dining Table,Furniture,Mumbai West,West,3.0,45000,30000,69
2025-07-13,ORD-11364,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,2.0,49000,38000,121
2025-07-14,ORD-11365,Organic Extra Virgin Olive Oil 1L,Grocery,Delhi North,North,5.0,1400,950,46
2025-07-14,ORD-11366,Artisanal Dark Chocolate Pack,Grocery,Kolkata South,East,6.0,650,380,54
2025-07-14,ORD-11367,iPhone 15 Pro,Electronics,Bengaluru East,South,4.0,120000,95000,131
2025-07-14,ORD-11368,Ergonomic Office Chair,Furniture,Delhi North,North,1.0,18000,11000,130
2025-07-14,ORD-11369,Solid Wood Dining Table,Furniture,Mumbai West,West,1.0,45000,30000,87
2025-07-15,ORD-11370,iPad Air 5th Gen,Electronics,Chennai Central,South,4.0,55000,42000,38
2025-07-15,ORD-11371,Artisanal Dark Chocolate Pack,Grocery,Mumbai West,West,7.0,650,380,37
2025-07-15,ORD-11372,Samsung Galaxy S24,Electronics,Mumbai West,West,4.0,90000,72000,118
2025-07-15,ORD-11373,Solid Wood Dining Table,Furniture,Chennai Central,South,3.0,45000,30000,140
2025-07-15,ORD-11374,Artisanal Dark Chocolate Pack,Grocery,Kolkata South,East,6.0,650,380,39
2025-07-15,ORD-11375,Solid Wood Dining Table,Furniture,Bengaluru East,South,4.0,45000,30000,114
2025-07-16,ORD-11376,Standing Desk Dual Motor,Furniture,Chennai Central,South,4.0,32000,21000,109
2025-07-16,ORD-11377,Philips Air Fryer XL,Home & Kitchen,Bengaluru East,South,4.0,12500,8500,38
2025-07-16,ORD-11378,Dell XPS 15,Electronics,Delhi North,North,4.0,140000,110000,72
2025-07-16,ORD-11379,Zara Cotton Shirt,Apparel,Kolkata South,East,1.0,2500,1200,89
2025-07-16,ORD-11380,Imported Coffee Beans 500g,Grocery,Chennai Central,South,5.0,1200,750,53
2025-07-16,ORD-11381,Adidas Ultraboost,Apparel,Mumbai West,West,4.0,12000,7000,90
2025-07-16,ORD-11382,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,1.0,49000,38000,26
2025-07-17,ORD-11383,Imported Coffee Beans 500g,Grocery,Chennai Central,South,5.0,1200,750,105
2025-07-17,ORD-11384,Ergonomic Office Chair,Furniture,Kolkata South,East,1.0,18000,11000,44
2025-07-17,ORD-11385,Premium Basmati Rice 5kg,Grocery,Mumbai West,West,1.0,850,580,36
2025-07-17,ORD-11386,Artisanal Dark Chocolate Pack,Grocery,Delhi North,North,8.0,650,380,82
2025-07-17,ORD-11387,Solid Wood Dining Table,Furniture,Mumbai West,West,2.0,45000,30000,35
2025-07-17,ORD-11388,Nespresso Coffee Machine,Home & Kitchen,Chennai Central,South,4.0,18500,12500,19
2025-07-17,ORD-11389,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,1.0,28000,20000,58
2025-07-17,ORD-11390,Imported Coffee Beans 500g,Grocery,Bengaluru East,South,5.0,1200,750,107
2025-07-18,ORD-11391,Ergonomic Office Chair,Furniture,Mumbai West,West,2.0,18000,11000,18
2025-07-18,ORD-11392,Nike Air Max Sneakers,Apparel,Chennai Central,South,2.0,9500,5500,21
2025-07-18,ORD-11393,Zara Cotton Shirt,Apparel,Mumbai West,West,2.0,2500,1200,126
2025-07-18,ORD-11394,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,3.0,12500,8500,133
2025-07-18,ORD-11395,Zara Cotton Shirt,Apparel,Bengaluru East,South,1.0,2500,1200,44
2025-07-18,ORD-11396,Levi's Denim Jacket,Apparel,Bengaluru East,South,4.0,4500,2400,135
2025-07-18,ORD-11397,Sony WH-1000XM5 Headphones,Electronics,Kolkata South,East,2.0,28000,20000,66
2025-07-19,ORD-11398,Robot Vacuum Cleaner,Home & Kitchen,Chennai Central,South,3.0,29000,19000,17
2025-07-19,ORD-11399,iPad Air 5th Gen,Electronics,Bengaluru East,South,4.0,55000,42000,141
2025-07-19,ORD-11400,Nespresso Coffee Machine,Home & Kitchen,Chennai Central,South,4.0,18500,12500,117
2025-07-19,ORD-11401,Imported Coffee Beans 500g,Grocery,Mumbai West,West,1.0,1200,750,123
2025-07-19,ORD-11402,Nespresso Coffee Machine,Home & Kitchen,Kolkata South,East,1.0,18500,12500,83
2025-07-19,ORD-11403,Imported Coffee Beans 500g,Grocery,Chennai Central,South,6.0,1200,750,129
2025-07-19,ORD-11404,Organic Extra Virgin Olive Oil 1L,Grocery,Mumbai West,West,4.0,1400,950,135
2025-07-19,ORD-11405,Standing Desk Dual Motor,Furniture,Mumbai West,West,2.0,32000,21000,101
2025-07-19,ORD-11406,Robot Vacuum Cleaner,Home & Kitchen,Mumbai West,West,3.0,29000,19000,114
2025-07-20,ORD-11407,Standing Desk Dual Motor,Furniture,Mumbai West,West,2.0,32000,21000,87
2025-07-20,ORD-11408,iPad Air 5th Gen,Electronics,Bengaluru East,South,2.0,55000,42000,59
2025-07-20,ORD-11409,Levi's Denim Jacket,Apparel,Kolkata South,East,4.0,4500,2400,40
2025-07-20,ORD-11410,Imported Coffee Beans 500g,Grocery,Delhi North,North,4.0,1200,750,27
2025-07-20,ORD-11411,MacBook Air M3,Electronics,Delhi North,North,3.0,115000,90000,55
2025-07-20,ORD-11412,Puma Track Pants,Apparel,Chennai Central,South,1.0,2200,1100,101
2025-07-20,ORD-11413,Organic Extra Virgin Olive Oil 1L,Grocery,Kolkata South,East,2.0,1400,950,72
2025-07-20,ORD-11414,Artisanal Dark Chocolate Pack,Grocery,Delhi North,North,1.0,650,380,83
2025-07-20,ORD-11415,Puma Track Pants,Apparel,Kolkata South,East,1.0,2200,1100,27
2025-07-20,ORD-11416,Imported Coffee Beans 500g,Grocery,Chennai Central,South,2.0,1200,750,25
2025-07-21,ORD-11417,Samsung Galaxy S24,Electronics,Chennai Central,South,2.0,90000,72000,107
2025-07-21,ORD-11418,Adidas Ultraboost,Apparel,Bengaluru East,South,4.0,12000,7000,40
2025-07-21,ORD-11419,Adidas Ultraboost,Apparel,Delhi North,North,2.0,12000,7000,46
2025-07-21,ORD-11420,Zara Cotton Shirt,Apparel,Bengaluru East,South,1.0,2500,1200,77
2025-07-21,ORD-11421,Artisanal Dark Chocolate Pack,Grocery,Delhi North,North,2.0,650,380,83
2025-07-21,ORD-11422,Standing Desk Dual Motor,Furniture,Delhi North,North,2.0,32000,21000,53
2025-07-21,ORD-11423,Robot Vacuum Cleaner,Home & Kitchen,Mumbai West,West,2.0,29000,19000,124
2025-07-21,ORD-11424,Imported Coffee Beans 500g,Grocery,Bengaluru East,South,1.0,1200,750,128
2025-07-22,ORD-11425,iPad Air 5th Gen,Electronics,Kolkata South,East,1.0,55000,42000,36
2025-07-23,ORD-11426,Standing Desk Dual Motor,Furniture,Mumbai West,West,4.0,32000,21000,30
2025-07-23,ORD-11427,Organic Extra Virgin Olive Oil 1L,Grocery,Mumbai West,West,5.0,1400,950,122
2025-07-23,ORD-11428,Artisanal Dark Chocolate Pack,Grocery,Delhi North,North,1.0,650,380,86
2025-07-23,ORD-11429,Philips Air Fryer XL,Home & Kitchen,Bengaluru East,South,4.0,12500,8500,67
2025-07-23,ORD-11430,Robot Vacuum Cleaner,Home & Kitchen,Delhi North,North,4.0,29000,19000,65
2025-07-23,ORD-11431,Ergonomic Office Chair,Furniture,Chennai Central,South,3.0,18000,11000,114
2025-07-24,ORD-11432,Nespresso Coffee Machine,Home & Kitchen,Mumbai West,West,1.0,18500,12500,145
2025-07-24,ORD-11433,Nespresso Coffee Machine,Home & Kitchen,Kolkata South,East,3.0,18500,12500,55
2025-07-24,ORD-11434,iPhone 15 Pro,Electronics,Kolkata South,East,3.0,120000,95000,76
2025-07-24,ORD-11435,Standing Desk Dual Motor,Furniture,Kolkata South,East,1.0,32000,21000,30
2025-07-24,ORD-11436,Minimalist Sofa 3-Seater,Furniture,Kolkata South,East,3.0,60000,40000,46
2025-07-25,ORD-11437,Sony WH-1000XM5 Headphones,Electronics,Delhi North,North,1.0,28000,20000,131
2025-07-25,ORD-11438,Solid Wood Dining Table,Furniture,Kolkata South,East,2.0,45000,30000,104
2025-07-25,ORD-11439,Minimalist Sofa 3-Seater,Furniture,Kolkata South,East,2.0,60000,40000,111
2025-07-25,ORD-11440,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,3.0,12500,8500,147
2025-07-26,ORD-11441,Adidas Ultraboost,Apparel,Bengaluru East,South,1.0,12000,7000,52
2025-07-26,ORD-11442,Imported Coffee Beans 500g,Grocery,Chennai Central,South,1.0,1200,750,123
2025-07-26,ORD-11443,Zara Cotton Shirt,Apparel,Mumbai West,West,4.0,2500,1200,34
2025-07-26,ORD-11444,Standing Desk Dual Motor,Furniture,Kolkata South,East,4.0,32000,21000,82
2025-07-26,ORD-11445,Robot Vacuum Cleaner,Home & Kitchen,Bengaluru East,South,4.0,29000,19000,140
2025-07-26,ORD-11446,Premium Basmati Rice 5kg,Grocery,Mumbai West,West,8.0,850,580,132
2025-07-26,ORD-11447,Puma Track Pants,Apparel,Kolkata South,East,1.0,2200,1100,69
2025-07-26,ORD-11448,Imported Coffee Beans 500g,Grocery,Chennai Central,South,6.0,1200,750,45
2025-07-26,ORD-11449,Robot Vacuum Cleaner,Home & Kitchen,Chennai Central,South,1.0,29000,19000,109
2025-07-26,ORD-11450,Nespresso Coffee Machine,Home & Kitchen,Chennai Central,South,2.0,18500,12500,45
2025-07-26,ORD-11451,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,3.0,60000,40000,90
2025-07-27,ORD-11452,Samsung Galaxy S24,Electronics,Mumbai West,West,4.0,90000,72000,27
2025-07-27,ORD-11453,Minimalist Sofa 3-Seater,Furniture,Mumbai West,West,2.0,60000,40000,140
2025-07-27,ORD-11454,iPhone 15 Pro,Electronics,Kolkata South,East,3.0,120000,95000,32
2025-07-27,ORD-11455,Sony WH-1000XM5 Headphones,Electronics,Bengaluru East,South,3.0,28000,20000,130
2025-07-27,ORD-11456,Standing Desk Dual Motor,Furniture,Bengaluru East,South,2.0,32000,21000,50
2025-07-27,ORD-11457,Robot Vacuum Cleaner,Home & Kitchen,Bengaluru East,South,4.0,29000,19000,53
2025-07-27,ORD-11458,Ergonomic Office Chair,Furniture,Kolkata South,East,4.0,18000,11000,114
2025-07-27,ORD-11459,Zara Cotton Shirt,Apparel,Delhi North,North,1.0,2500,1200,128
2025-07-27,ORD-11460,Ergonomic Office Chair,Furniture,Mumbai West,West,1.0,18000,11000,94
2025-07-27,ORD-11461,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,1.0,49000,38000,64
2025-07-28,ORD-11462,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,2.0,49000,38000,136
2025-07-28,ORD-11463,iPhone 15 Pro,Electronics,Kolkata South,East,2.0,120000,95000,19
2025-07-28,ORD-11464,Solid Wood Dining Table,Furniture,Mumbai West,West,4.0,45000,30000,36
2025-07-28,ORD-11465,Nespresso Coffee Machine,Home & Kitchen,Bengaluru East,South,1.0,18500,12500,140
2025-07-28,ORD-11466,MacBook Air M3,Electronics,Bengaluru East,South,2.0,115000,90000,121
2025-07-28,ORD-11467,Dell XPS 15,Electronics,Delhi North,North,4.0,140000,110000,80
2025-07-28,ORD-11468,iPhone 15 Pro,Electronics,Chennai Central,South,2.0,120000,95000,88
2025-07-28,ORD-11469,Levi's Denim Jacket,Apparel,Delhi North,North,1.0,4500,2400,54
2025-07-29,ORD-11470,Premium Basmati Rice 5kg,Grocery,Chennai Central,South,3.0,850,580,21
2025-07-29,ORD-11471,MacBook Air M3,Electronics,Bengaluru East,South,1.0,115000,90000,96
2025-07-29,ORD-11472,Zara Cotton Shirt,Apparel,Delhi North,North,3.0,2500,1200,111
2025-07-29,ORD-11473,iPhone 15 Pro,Electronics,Mumbai West,West,2.0,120000,95000,75
2025-07-29,ORD-11474,Imported Coffee Beans 500g,Grocery,Chennai Central,South,1.0,1200,750,96
2025-07-29,ORD-11475,Imported Coffee Beans 500g,Grocery,Chennai Central,South,1.0,1200,750,119
2025-07-30,ORD-11476,MacBook Air M3,Electronics,Kolkata South,East,1.0,115000,90000,78
2025-07-30,ORD-11477,Philips Air Fryer XL,Home & Kitchen,Delhi North,North,4.0,12500,8500,129
2025-07-30,ORD-11478,iPad Air 5th Gen,Electronics,Kolkata South,East,2.0,55000,42000,51
2025-07-30,ORD-11479,Solid Wood Dining Table,Furniture,Mumbai West,West,4.0,45000,30000,130
2025-07-30,ORD-11480,iPhone 15 Pro,Electronics,Bengaluru East,South,3.0,120000,95000,57
2025-07-31,ORD-11481,Sony WH-1000XM5 Headphones,Electronics,Delhi North,North,3.0,28000,20000,112
2025-07-31,ORD-11482,Solid Wood Dining Table,Furniture,Kolkata South,East,3.0,45000,30000,26
2025-07-31,ORD-11483,Puma Track Pants,Apparel,Kolkata South,East,1.0,2200,1100,91
2025-07-31,ORD-11484,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,2.0,28000,20000,86
2025-08-01,ORD-11485,Puma Track Pants,Apparel,Kolkata South,East,3.0,2200,1100,102
2025-08-01,ORD-11486,Standing Desk Dual Motor,Furniture,Delhi North,North,2.0,32000,21000,97
2025-08-01,ORD-11487,Solid Wood Dining Table,Furniture,Bengaluru East,South,3.0,45000,30000,19
2025-08-01,ORD-11488,Nike Air Max Sneakers,Apparel,Kolkata South,East,4.0,9500,5500,16
2025-08-01,ORD-11489,iPad Air 5th Gen,Electronics,Mumbai West,West,4.0,55000,42000,140
2025-08-01,ORD-11490,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,8.0,1400,950,46
2025-08-01,ORD-11491,Standing Desk Dual Motor,Furniture,Kolkata South,East,3.0,32000,21000,114
2025-08-02,ORD-11492,iPhone 15 Pro,Electronics,Bengaluru East,South,3.0,120000,95000,64
2025-08-02,ORD-11493,Organic Extra Virgin Olive Oil 1L,Grocery,Mumbai West,West,5.0,1400,950,106
2025-08-02,ORD-11494,Nike Air Max Sneakers,Apparel,Kolkata South,East,3.0,9500,5500,71
2025-08-02,ORD-11495,Zara Cotton Shirt,Apparel,Delhi North,North,1.0,2500,1200,86
2025-08-02,ORD-11496,Premium Basmati Rice 5kg,Grocery,Chennai Central,South,7.0,850,580,43
2025-08-02,ORD-11497,Standing Desk Dual Motor,Furniture,Mumbai West,West,2.0,32000,21000,59
